timestamp,open,high,low,close,volume
2023-12-01 14:30:00+00:00,190.305,190.48,189.86,190.05,22699.0
2023-12-01 14:31:00+00:00,189.94,189.98,189.68,189.68,4944.0
2023-12-01 14:32:00+00:00,189.58,189.705,189.54,189.56,2008.0
2023-12-01 14:33:00+00:00,189.53,189.75,189.5,189.75,5486.0
2023-12-01 14:34:00+00:00,189.66,189.69,189.49,189.49,4938.0
2023-12-01 14:35:00+00:00,189.38,189.455,189.375,189.435,1818.0
2023-12-01 14:36:00+00:00,189.4,189.415,189.29,189.395,4794.0
2023-12-01 14:37:00+00:00,189.395,189.415,189.335,189.365,3728.0
2023-12-01 14:38:00+00:00,189.235,189.32,189.235,189.32,1356.0
2023-12-01 14:39:00+00:00,189.375,189.55,189.375,189.535,5394.0
2023-12-01 14:40:00+00:00,189.65,189.71,189.65,189.705,3384.0
2023-12-01 14:41:00+00:00,189.71,189.82,189.71,189.75,2532.0
2023-12-01 14:42:00+00:00,189.77,189.78,189.7,189.78,3644.0
2023-12-01 14:43:00+00:00,189.78,189.88,189.78,189.84,4686.0
2023-12-01 14:44:00+00:00,189.83,189.83,189.74,189.775,2564.0
2023-12-01 14:45:00+00:00,189.77,189.97,189.77,189.855,5221.0
2023-12-01 14:46:00+00:00,189.86,189.88,189.75,189.835,5088.0
2023-12-01 14:47:00+00:00,189.85,189.94,189.83,189.93,2831.0
2023-12-01 14:48:00+00:00,189.97,190.035,189.96,190.0,4800.0
2023-12-01 14:49:00+00:00,189.95,189.995,189.84,189.905,2904.0
2023-12-01 14:50:00+00:00,189.905,189.995,189.89,189.95,5433.0
2023-12-01 14:51:00+00:00,190.02,190.225,190.02,190.185,5718.0
2023-12-01 14:52:00+00:00,190.18,190.23,190.165,190.185,2637.0
2023-12-01 14:53:00+00:00,190.195,190.195,190.09,190.165,4863.0
2023-12-01 14:54:00+00:00,190.15,190.225,190.14,190.17,5432.0
2023-12-01 14:55:00+00:00,190.195,190.2,190.11,190.18,3607.0
2023-12-01 14:56:00+00:00,190.16,190.19,190.0,190.04,4994.0
2023-12-01 14:57:00+00:00,190.02,190.02,189.92,189.92,2664.0
2023-12-01 14:58:00+00:00,189.945,190.03,189.935,190.03,4850.0
2023-12-01 14:59:00+00:00,190.02,190.02,189.95,189.965,5509.0
2023-12-01 15:00:00+00:00,189.99,190.31,189.965,189.965,8823.0
2023-12-01 15:01:00+00:00,190.055,190.285,190.055,190.285,11494.0
2023-12-01 15:02:00+00:00,190.205,190.5,190.205,190.36,9894.0
2023-12-01 15:03:00+00:00,190.36,190.365,190.115,190.19,5426.0
2023-12-01 15:04:00+00:00,190.16,190.395,190.16,190.33,6472.0
2023-12-01 15:05:00+00:00,190.33,190.365,190.165,190.18,2167.0
2023-12-01 15:06:00+00:00,190.19,190.36,190.19,190.26,2307.0
2023-12-01 15:07:00+00:00,190.18,190.34,190.18,190.29,3549.0
2023-12-01 15:08:00+00:00,190.39,190.415,190.18,190.18,3948.0
2023-12-01 15:09:00+00:00,190.205,190.325,190.205,190.21,4633.0
2023-12-01 15:10:00+00:00,190.215,190.32,190.2,190.26,3060.0
2023-12-01 15:11:00+00:00,190.245,190.41,190.245,190.34,4812.0
2023-12-01 15:12:00+00:00,190.345,190.41,190.32,190.355,2421.0
2023-12-01 15:13:00+00:00,190.35,190.38,190.3,190.305,1557.0
2023-12-01 15:14:00+00:00,190.285,190.285,190.13,190.195,2307.0
2023-12-01 15:15:00+00:00,190.225,190.27,190.18,190.19,2808.0
2023-12-01 15:16:00+00:00,190.145,190.19,190.075,190.075,4447.0
2023-12-01 15:17:00+00:00,190.1,190.21,190.06,190.21,3994.0
2023-12-01 15:18:00+00:00,190.18,190.25,190.175,190.19,4103.0
